,nombre,ranking_actual,puntos_wpt,p_jugados,p_ganados,p_perdidos,efectividad,vict_consecutivas,companero_actual,posicion_juego,lugar_nacimiento,fecha_nacimiento,altura,lugar_residencia,url,reference_date
587,Seif Abou Senna ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/seif-abou-senna/,05/04/2021
588,Khurram Kalia ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/khurram-kalia/,05/04/2021
589,Jaume Oliver Serra ,285,16,0,0,0,0,1,Marc Pou Serra,Revés,Palma de Mallorca ,17/04/1996,189cm ,Palma de Mallorca ,https://www.worldpadeltour.com/jugadores/jaume-oliver/,05/04/2021
590,Emilio Misas ,346,7,3,2,1,"66,67",2,,,,01/01/0001,0,,https://www.worldpadeltour.com/jugadores/emilio-misas/,05/04/2021
591,Carlo Testa ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/carlo-testa/,05/04/2021
592,Gonzalo Lopez ,379,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/gonzalo-lopez/,05/04/2021
593,Daniel Santigosa Sastre ,363,6,0,0,0,0,0,Pablo Tejero Delgado,Drive,Madrid,16/02/2004,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/daniel-santigosa-sastre/,05/04/2021
594,Daniel Lopez Gutierrez,320,10,1,0,1,0,1,Francisco Arenas Gualda,Drive,Madrid,02/04/2002,184/68,Alcorcon,https://www.worldpadeltour.com/jugadores/daniel-lopez-gutierrez/,05/04/2021
595,Juan Carlos Gama Gonzalez,290,14,3,0,3,0,0,Roberto Belmont Pastor,Revés,Avila,31/05/2003,"1,89",Avila,https://www.worldpadeltour.com/jugadores/juan-carlos-gama-gonzalez/,05/04/2021
596,Shane Stone ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/shane-stone/,05/04/2021
597,Enrique Pérez Cabeza,311,11,2,1,1,50,1,Carlos Pérez Cabeza,Revés,Malaga,01/04/2001,"1,89m/ 82 kg",Malaga,https://www.worldpadeltour.com/jugadores/enrique-perez-cabeza/,05/04/2021
598,Antonio González Vázquez-Monjardín,215,48,55,18,37,"32,73",4,Daniel de Castro Bautista,Revés,Orense,30/09/1994,"1,79",Orense,https://www.worldpadeltour.com/jugadores/antonio-gonzalez-vazquez-monjardin/,05/04/2021
599,Mauricio Solis ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mauricio-solis/,05/04/2021
600,Alessandro Cannavera ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alessandro-cannavera/,05/04/2021
601,Víctor Cava Canals,346,7,5,1,4,20,1,Álvaro Pérez Gas,Revés,Alicante,22/09/1999,"1,91",San Vicente del Raspeig,https://www.worldpadeltour.com/jugadores/victor-cava-canals/,05/04/2021
602,Daryoush Nouri ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/daryoush-nouri/,05/04/2021
603,Bo Hou Zhang ,424,3,1,0,1,0,0,Jose Pedro Montalban Martin,,,07/01/1997,,,https://www.worldpadeltour.com/jugadores/bo-hou-zhang/,05/04/2021
604,Antonio Borja Mulet,432,3,0,0,0,0,0,Sergio Arias Aznar,Revés,Alicante,16/11/2004,"1,77",Altea,https://www.worldpadeltour.com/jugadores/antonio-borja-mulet/,05/04/2021
605,Ali Almarzooqi ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ali-almarzooqi/,05/04/2021
606,Eligio Ixqui Perez Guerrero ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/eligio-ixqui-perez-guerrero/,05/04/2021
607,Borja López Vidal,358,6,27,2,25,"7,41",1,Fernando Aldao Sánchez,Drive,Ferrol,04/11/1989,"1,72",Ferrol,https://www.worldpadeltour.com/jugadores/borja-lopez-vidal/,05/04/2021
608,Ángel Castañeda Fraga,424,3,6,0,6,0,0,Fidel Guimarey San Gregorio,Revés,A Coruña,06/09/1993,"1,76",A Coruña,https://www.worldpadeltour.com/jugadores/angel-castaneda-fraga/,05/04/2021
609,Luca Mezzetti ,346,7,0,0,0,0,0,Saverio Palmieri,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/luca-mezzetti/,05/04/2021
610,Louie Harris ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/louie-harris/,05/04/2021
611,Miguel Barredo Quinzaños ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/miguel-barredo-quinzanos/,05/04/2021
612,Claudio Santibañez ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/claudio-santibanez/,05/04/2021
613,Adel Abdelfatah ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/adel-abdelfatah/,05/04/2021
614,Luis Fernando Alvarez Arce,424,3,1,0,1,0,0,Jose Pedro Montalban Martin,,,25/01/2001,,,https://www.worldpadeltour.com/jugadores/luis-fernando-alvarez-arce/,05/04/2021
615,Matias Nahuel Fernandez Popovich,424,3,2,0,2,0,0,Fredrik Ask,Revés,Asuncion ,27/10/1995,"1,88",Marbella ,https://www.worldpadeltour.com/jugadores/matias-nahuel-fernandez-popovich/,05/04/2021
616,Bernardo Corrochano Cid,424,3,16,2,14,"12,5",1,Julio Pulido Alegre,Revés,Talavera de la Reina,23/03/1986,"1,75",Fuerteventura,https://www.worldpadeltour.com/jugadores/bernardo-corrochano-cid/,05/04/2021
617,Javier Puerto Elvira,218,46,36,11,25,"30,56",3,Daniel de Castro Bautista,Revés,Alicante,16/09/1997,"1,82",Alicante,https://www.worldpadeltour.com/jugadores/javier-puerto-elvira/,05/04/2021
618,Francesco Molteni ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/francesco-molteni/,05/04/2021
619,Francisco Álvarez Tapia ,379,5,0,0,0,0,0,Matias Karelovic Rojas,Drive,Punta Arenas ,29/11/2001,1.79,Punta Arenas ,https://www.worldpadeltour.com/jugadores/francisco-alvarez-tapia/,05/04/2021
620,Miguel Deus ,432,3,0,0,0,0,0,,Drive,Lisboa,06/04/1993,"1,80",Lisboa,https://www.worldpadeltour.com/jugadores/miguel-deus/,05/04/2021
621,Carlo Aliffi ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/carlo-aliffi/,05/04/2021
622,Alejandro Caton Calvo ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alejandro-caton-calvo/,05/04/2021
623,Juan Martin Cesca ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/juan-martin-cesca/,05/04/2021
624,Pedro Díaz Torregrosa,285,16,14,2,12,"14,29",1,Luis Alfonso Chacón Gilo,Drive,Ciudad Real,09/04/1997,"1,73",Ciudad Real,https://www.worldpadeltour.com/jugadores/pedro-diaz-torregrosa/,05/04/2021
625,Mariano Duilio Gombi ,591,1,0,0,0,0,0,,Revés,Buenos Aires,18/02/1979,1.76,Merida Yucatan,https://www.worldpadeltour.com/jugadores/mariano-gombi-brostein/,05/04/2021
626,André Maia ,375,5,6,0,6,0,0,Joao Magalhaes,Drive,Porto - Portugal,20/06/1994,"1,76",Porto - Portugal,https://www.worldpadeltour.com/jugadores/andre-maia/,05/04/2021
627,Cristobal Martines ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/cristobal-martines/,05/04/2021
628,Mahmoud Barakat ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/mahmoud-barakat/,05/04/2021
629,Jose Antonio Escamilla Martin ,379,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/jose-antonio-escamilla-martin/,05/04/2021
630,Gianluca Angilella ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/gianluca-angilella/,05/04/2021
631,Pierre Etienne Morillon ,346,7,4,1,3,25,1,Johan Bergeron,Drive,Tassin,10/05/1983,"1,91",Lyon,https://www.worldpadeltour.com/jugadores/pierre-etienne-morillon/,05/04/2021
632,Sebastian Cuello ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/sebastian-cuello/,05/04/2021
633,Jesús Bermúdez Carrasco,568,1,18,1,17,"5,56",1,Pedro Jose Cerdeño Alonso,Drive,Talavera de la reina,14/09/1979,"1,80",Talavera de la Reina,https://www.worldpadeltour.com/jugadores/jesus-bermudez-carrasco/,05/04/2021
634,Alessandro Miceli Campailla ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alessandro-miceli-campailla/,05/04/2021
635,Rodrigo Clemente Quijano Hernandez ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/rodrigo-clemente-quijano-hernandez/,05/04/2021
636,Luis Fabricio Villatoro Estevez ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/luis-fabricio-villatoro-estevez/,05/04/2021
637,Alonso Rodríguez Martínez,224,42,0,0,0,0,2,Enrique Goenaga Garcia,Revés,Torres de la Alameda ,03/04/2003,"1,85",Torres de la Alameda ,https://www.worldpadeltour.com/jugadores/alonso-rodriguez-martinez/,05/04/2021
638,Ivan Lopez Muñoz,277,20,0,0,0,0,0,Valentín Wenger,Revés,Almería ,17/12/1987,1.80,Zurich,https://www.worldpadeltour.com/jugadores/ivan-lopez-munoz/,05/04/2021
639,Salman Qassim ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/salman-qassim/,05/04/2021
640,João Bastos ,375,5,46,12,34,"26,09",2,Diogo Schaefer,Drive,Oporto,03/10/1989,"1,86",Oporto,https://www.worldpadeltour.com/jugadores/joao-bastos/,05/04/2021
641,Luigi Piazzolla ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/luigi-piazzolla/,05/04/2021
642,Riccardo Sinicropi ,258,25,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/riccardo-sinicropi/,05/04/2021
643,Marcelo Tachdjian ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/marcelo-tachdjian/,05/04/2021
644,José Luis García ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/jose-luis-garcia/,05/04/2021
645,Sherif El Sheraai ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/sherif-el-sheraai/,05/04/2021
646,Ricardo Arceo Baeza ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ricardo-arceo-baeza/,05/04/2021
647,Alberto Grasso ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alberto-grasso/,05/04/2021
648,Sergio Mauricio Bursa García,424,3,57,22,35,"38,6",2,Sebastián Iranzo-Díaz Blanco,Revés,Buenos Aires,03/12/1981,"1,80",Tarragona,https://www.worldpadeltour.com/jugadores/sergio-mauricio-bursa-garcia/,05/04/2021
649,Stefano Flores ,223,40,8,4,4,50,3,Julio Cesar Julianoti,Revés,San Miguel Do Este - Brasil,01/01/1998,"1,79",Itaijai - Brasil,https://www.worldpadeltour.com/jugadores/stefano-flores/,05/04/2021
650,Héctor Guisande Fraga,304,12,9,4,5,"44,44",3,Antonio González Vázquez-Monjardín,Drive,Vigo,21/12/2000,"1,83",Vigo,https://www.worldpadeltour.com/jugadores/hector-guisande-fraga/,05/04/2021
651,Lucas Silveira Da Cunha,219,43,246,136,110,"55,28",7,Alejandro Gonzalez Perez,Revés,Porto Alegre,17/07/1991,"1,78",Madrid,https://www.worldpadeltour.com/jugadores/lucas-silveira-da-cunha/,05/04/2021
